id|gen|sp|en|lat|lng|url|file|file-name
542031|Saltator|olivascens|Olivaceous Saltator|4.447|-75.1535|//xeno-canto.org/542031|https://xeno-canto.org/542031/download|XC542031-Saltator coerulescens.mp3
540091|Basileuterus|delattrii|Chestnut-capped Warbler|4.351|-74.652|//xeno-canto.org/540091|https://xeno-canto.org/540091/download|XC540091-Rufous-capped Warbler.mp3
520027|Prinia|lepida|Delicate Prinia|22.9146|71.9718|//xeno-canto.org/520027|https://xeno-canto.org/520027/download|XC520027-Graceful_Prinia_NalSarovar_Xeno_Canto.mp3
511425|Pyriglena|maura|Western Fire-eye|-0.623|-77.6028|//xeno-canto.org/511425|https://xeno-canto.org/511425/download|XC511425-White-backed fire-eye 191105.mp3
497903|Phylloscopus|nesophilus|Sulawesi Leaf Warbler|-1.0667|122.3833|//xeno-canto.org/497903|https://xeno-canto.org/497903/download|XC497903-Phylloscopus sarasinorum 1800m Tumpu.mp3
302616|Euphonia|godmani|West Mexican Euphonia|26.9847|-108.9437|//xeno-canto.org/302616|https://xeno-canto.org/302616/download|XC302616-SCEU_CCSON_DVP_151220_09.mp3
70661|Gerygone|citrina|Rennell Gerygone|-11.653|160.289|//xeno-canto.org/70661|https://xeno-canto.org/70661/download|Fan-tailed_Gerygone.mp3
980842|Vulpes|vulpes|Red Fox|60.3765|18.2614|//xeno-canto.org/980842|https://xeno-canto.org/980842/download|XC980842-250314-0348-Räv-Storskäret.mp3
979802|Vespertilio|murinus|Eurasian Particolored Bat|56.6498|12.8575|//xeno-canto.org/979802|https://xeno-canto.org/979802/download|XC979802-Gråskimlig20241026.wav
976516|Canis|aureus|Golden Jackal|43.451|28.5469|//xeno-canto.org/976516|https://xeno-canto.org/976516/download|XC976516---Golden-Jackals-24-9-23-KB.mp3
974336|Hoolock|tianxing|Skywalker Hoolock Gibbon|25.1387|97.9327|//xeno-canto.org/974336|https://xeno-canto.org/974336/download|XC974336-603507.wav
966292|Canis|lupus|Gray Wolf|43.899|6.1989|//xeno-canto.org/966292|https://xeno-canto.org/966292/download|XC966292-230930_204700_Saint-Jurs_Loupgris_chant+++++Rx.wav
966008|Chiropotes|satanas|Black Bearded Saki|-3.8141|-46.8045|//xeno-canto.org/966008|https://xeno-canto.org/966008/download|XC966008-Chriropotes-satanas_Gurupi_1312.wav
965106|Symphalangus|syndactylus|Siamang|3.7168|101.7529|//xeno-canto.org/965106|https://xeno-canto.org/965106/download|XC965106-241219_02-Siamangs-Fraser-s-hill.mp3
965046|Hylobates|klossii|Kloss's Gibbon|-1.7274|99.2244|//xeno-canto.org/965046|https://xeno-canto.org/965046/download|XC965046-241216_24-Kloss-s-gibbon-beste-opname.mp3
963935|Plecturocebus|toppini|Toppin's Titi|-12.8754|-69.4096|//xeno-canto.org/963935|https://xeno-canto.org/963935/download|XC963935-MONKEY_Toppin-s-Titi-Refugio-Amazonas-200m-110524-0434.mp3
963909|Alouatta|sara|Bolivian Red Howler|-12.8023|-69.2997|//xeno-canto.org/963909|https://xeno-canto.org/963909/download|XC963909-MONKEY_Bol-Red-Howler-Posada-Amazonas-200m-103124-0423.mp3
961313|Hylobates|lar|Lar Gibbon|1.8773|103.9184|//xeno-canto.org/961313|https://xeno-canto.org/961313/download|XC961313-Lar-Gibbon_Panti_17-Mar_DLY.mp3
961312|Hoolock|hoolock|Western Hoolock Gibbon|24.3415|91.7976|//xeno-canto.org/961312|https://xeno-canto.org/961312/download|XC961312-Western-Hoolock_Lawachara_3.mp3
961059|Nomascus|gabriellae|Southern Yellow-cheeked Crested Gibbon|11.449|107.4099|//xeno-canto.org/961059|https://xeno-canto.org/961059/download|XC961059-Buff-cheeked-Gibbon1_Cat-Tien_DLY1.mp3
961056|Presbytis|femoralis|Raffles's Banded Langur|2.5406|103.7839|//xeno-canto.org/961056|https://xeno-canto.org/961056/download|XC961056-Raffles-Banded-Langur_Mersing_DLY.mp3
960734|Hylobates|agilis|Agile Gibbon|6.1037|100.9666|//xeno-canto.org/960734|https://xeno-canto.org/960734/download|XC960734-Gibbon_Agile3_MX12_Ulu_Muda_Sungai_Muda_Hutan_AM5_23rdMarch18-edit-shorter_XC_Sampler.mp3
960597|Leontopithecus|rosalia|Golden Lion Tamarin|-22.6328|-42.4544|//xeno-canto.org/960597|https://xeno-canto.org/960597/download|XC960597-mico-leao-dourado.mp3
960537|Leontopithecus|chrysomelas|Golden-headed Lion Tamarin|-15.1834|-39.0667|//xeno-canto.org/960537|https://xeno-canto.org/960537/download|XC960537-Leontophitecus-chrysomelas_Una_MixPre-981.wav
960534|Callicebus|nigrifrons|Black-fronted Titi|-22.7876|-45.6842|//xeno-canto.org/960534|https://xeno-canto.org/960534/download|XC960534-Black-fronted-titi-monkey_Callicebus-nigrifrons_SAP_MixPre-3561.wav
960190|Alouatta|palliata|Mantled Howler|-0.0819|-80.1502|//xeno-canto.org/960190|https://xeno-canto.org/960190/download|XC960190-20231024,0839hrs,Alouatta-palliata1730A.mp3
959957|Leontopithecus|chrysopygus|Black Lion Tamarin|-22.3974|-49.6894|//xeno-canto.org/959957|https://xeno-canto.org/959957/download|XC959957-MixPre-005_L_chrysopygus_01.wav
959834|Dactylomys|dactylinus|Amazon Bamboo Rat|-10.1904|-61.5721|//xeno-canto.org/959834|https://xeno-canto.org/959834/download|XC959834-Dactylomys-dactylinus-DCB-546-15.wav
959791|Hylobates|funereus|Eastern Gray Gibbon|4.3979|117.8875|//xeno-canto.org/959791|https://xeno-canto.org/959791/download|XC959791-North-Bornean-Gray-Gibbon.wav
959748|Ochotona|dauurica|Daurian Pika|48.2764|110.4922|//xeno-canto.org/959748|https://xeno-canto.org/959748/download|XC959748-16-Daurian-pika-Ochotona-daurica-song-Daan-Drukker-Khurkh220817_01.mp3
775447|Pellorneum|nigrocapitatum|Malayan Black-capped Babbler|2.9806|102.3105|//xeno-canto.org/775447|https://xeno-canto.org/775447/download|XC775447-a04a.mp3
773176|Alaudala|heinei|Turkestan Short-toed Lark|44.333|75.526|//xeno-canto.org/773176|https://xeno-canto.org/773176/download|XC773176-Aladaula-henei-heinei-calls-song-Kanshengel-220524-a.mp3
771829|Gallinago|magellanica|Magellanic Snipe|-51.6836|-57.7319|//xeno-canto.org/771829|https://xeno-canto.org/771829/download|XC771829-South-American-Snipe,-Cape-Pembroke,-11th-December-2020,-2147.wav
766350|Scytalopus|intermedius|Utcubamba Tapaculo|-5.8014|-78.0298|//xeno-canto.org/766350|https://xeno-canto.org/766350/download|XC766350-221118_05_Utcubamba-Tapaculo_San-Lorenzo-ridge-crest,-Amazonas,-Peru_17-November-2022.wav
766198|Cervus|canadensis|Wapiti|47.7936|105.9732|//xeno-canto.org/766198|https://xeno-canto.org/766198/download|XC766198-Cerf-de-Sibérie-et-sp-type-Loup-+.mp3
759237|Pomatorhinus|bornensis|Sunda Scimitar Babbler|5.6016|116.4526|//xeno-canto.org/759237|https://xeno-canto.org/759237/download|XC759237-Chestnut-backed-Scimitar-Babbler-20220903-01-Trusmadi-edit.mp3
756164|Platysmurus|aterrimus|Bornean Black Magpie|5.8762|117.9448|//xeno-canto.org/756164|https://xeno-canto.org/756164/download|XC756164-Bornean-Black-Magpie-@-RDC-Sepilok-9.18-am-220912_2433.mp3
754598|Pyriglena|similis|Tapajos Fire-eye|-11.7519|-55.638|//xeno-canto.org/754598|https://xeno-canto.org/754598/download|XC754598-18-09-2022-8e21-Papa-taoca-do-tapajos.mp3
745439|Grallaria|cochabambae|Bolivian Antpitta|-17.1641|-65.8834|//xeno-canto.org/745439|https://xeno-canto.org/745439/download|XC745439-220812_0266.mp3
742588|Saltator|grandis|Cinnamon-bellied Saltator|15.7863|-96.9385|//xeno-canto.org/742588|https://xeno-canto.org/742588/download|XC742588-cinnamon-bellied SAltator Ashram ago 11 730 _0560.mp3
742126|Chloropsis|lazulina|Greyish-crowned Leafbird|29.3919|118.0316|//xeno-canto.org/742126|https://xeno-canto.org/742126/download|XC742126-1.mp3
741461|Heteromyias|armiti|Black-capped Robin|-6.2059|142.8851|//xeno-canto.org/741461|https://xeno-canto.org/741461/download|XC741461-Heteromyias albispecularis rothschildi_iw_Mananda_130817_09.mp3
729581|Illadopsis|distans|Tanzanian Illadopsis|-4.3405|38.003|//xeno-canto.org/729581|https://xeno-canto.org/729581/download|XC729581-220513-092328_plus_00m00s_PaleBreastedIlladopsis_song_HighPass.mp3
728901|Chloropsis|moluccensis|Blue-winged Leafbird|1.3508|103.7737|//xeno-canto.org/728901|https://xeno-canto.org/728901/download|XC728901-455812661.mp3
721434|Delichon|lagopodum|Siberian House Martin|49.5847|100.1532|//xeno-canto.org/721434|https://xeno-canto.org/721434/download|XC721434-Delichon lagopodum md35-16.mp3
702898|Merops|viridissimus|African Green Bee-eater|13.738|-15.2059|//xeno-canto.org/702898|https://xeno-canto.org/702898/download|XC702898-African Green Bee-eater, song, Njau, Upper Saloum, Gambia, 050222, 0934 uur.mp3
696404|Grallaria|saturata|Equatorial Antpitta|-0.3699|-78.1478|//xeno-canto.org/696404|https://xeno-canto.org/696404/download|XC696404-Equatorial Antpitta 5m mp3.mp3
694179|Grallaria|spatiator|Sierra Nevada Antpitta|11.1064|-74.0513|//xeno-canto.org/694179|https://xeno-canto.org/694179/download|XC694179-Sierra nevada antpitta 211127 Colombia.mp3
693560|Grallaria|saltuensis|Perija Antpitta|10.3992|-72.9224|//xeno-canto.org/693560|https://xeno-canto.org/693560/download|XC693560-LS_58495 Perija Antpitta song A.mp3
692727|Arremon|dorbignii|Moss-backed Sparrow|-14.4185|-68.5468|//xeno-canto.org/692727|https://xeno-canto.org/692727/download|XC692727-211202_4652_1.mp3
690537|Scytalopus|androstictus|Loja Tapaculo|-4.7505|-79.4206|//xeno-canto.org/690537|https://xeno-canto.org/690537/download|XC690537-ZOOM0082 Loja Paramo Tapaculo.mp3
663426|Penelope|bridgesi|Yungas Guan|-21.7404|-64.0866|//xeno-canto.org/663426|https://xeno-canto.org/663426/download|XC663426-210703_2848.mp3
631070|Alophoixus|ruficrissus|Penan Bulbul|6.02|116.542|//xeno-canto.org/631070|https://xeno-canto.org/631070/download|XC631070-32d.mp3
616440|Treron|permagnus|Ryukyu Green Pigeon|28.3515|129.4517|//xeno-canto.org/616440|https://xeno-canto.org/616440/download|XC616440-Whistling Green Pigeon_Amami_DLY.mp3
582450|Lalage|leucoptera|Biak Triller|-1.147033|136.129483|//xeno-canto.org/582450|https://xeno-canto.org/582450/download|XC582450-VOC_190821-0733 Biak Triller EDITED BIG.mp3
511967|Pellorneum|capistratoides|Bornean Black-capped Babbler|1.3032|112.0711|//xeno-canto.org/511967|https://xeno-canto.org/511967/download|XC511967-SWK2017 JRS 84_a_xc.mp3
509335|Streptopelia|xanthocycla|Burmese Collared Dove|21.1214|94.8581|//xeno-canto.org/509335|https://xeno-canto.org/509335/download|XC509335-020 Dove - Burmese Collared (Streptopelia xanthocycla) CallSong NOV 1644h 70m KyaunggyiAma_Bagan_1456.mp3
506999|Larvivora|namiyei|Okinawa Robin|26.7192|128.182|//xeno-canto.org/506999|https://xeno-canto.org/506999/download|XC506999-190512_0562.mp3
470048|Polioptila|bilineata|White-browed Gnatcatcher|20.3566|-87.3589|//xeno-canto.org/470048|https://xeno-canto.org/470048/download|XC470048-Tropical Gnatcatcher song seen toh may 2 834.mp3
432541|Grallaria|gravesi|Chachapoya Antpitta|-6.7216|-77.8769|//xeno-canto.org/432541|https://xeno-canto.org/432541/download|XC432541-Rufous Antpitta obscura JPG.mp3
432539|Bleda|ugandae|Yellow-eyed Bristlebill|0.8274|30.0397|//xeno-canto.org/432539|https://xeno-canto.org/432539/download|XC432539-Yellow-lored Bristlebill.mp3
429971|Trachyphonus|usambiro|Usambiro Barbet|-3.0199|34.9969|//xeno-canto.org/429971|https://xeno-canto.org/429971/download|XC429971-Trachyphonus_darnaudii_usambiro-FL song nr NdutuLodge 5Nov17 7.45am LS113977a.mp3
417506|Pitta|vigorsii|Banda Sea Pitta|-5.6594|132.6472|//xeno-canto.org/417506|https://xeno-canto.org/417506/download|XC417506-ElegantPitta_Kai_081517_song2.mp3
414903|Psittinus|abbotti|Simeulue Parrot|2.4634|96.3007|//xeno-canto.org/414903|https://xeno-canto.org/414903/download|XC414903-Simeulue Parrot_Teupah_Yong Ding Li.mp3
410400|Pitta|concinna|Ornate Pitta|-8.4842|120.495|//xeno-canto.org/410400|https://xeno-canto.org/410400/download|XC410400-ElegantPitta_Flores_062917_song.mp3
409835|Ducula|geelvinkiana|Geelvink Imperial Pigeon|-1.0707|136.2708|//xeno-canto.org/409835|https://xeno-canto.org/409835/download|XC409835-GeelvinkImperialPigeon_biak_092617_song.mp3
403698|Copsychus|superciliaris|Visayan Shama|11.8|121.9667|//xeno-canto.org/403698|https://xeno-canto.org/403698/download|XC403698-VisayanShama_Panay_052717_song.mp3
394134|Oenanthe|warriae|Basalt Wheatear|29.9664|34.9765|//xeno-canto.org/394134|https://xeno-canto.org/394134/download|XC394134-Basalt wheatear.mp3
378531|Grallaria|cajamarcae|Cajamarca Antpitta|-7.035|-78.223|//xeno-canto.org/378531|https://xeno-canto.org/378531/download|XC378531-Cajamarca Rufous Antpitta.mp3
300472|Merops|lafresnayii|Ethiopian Bee-eater|7.549915|38.680299|//xeno-canto.org/300472|https://xeno-canto.org/300472/download|XC300472-LS_59863 Blue-breasted Bee-eater song and call A.mp3
296852|Synallaxis|chinchipensis|Chinchipe Spinetail|-5.4981|-78.8498|//xeno-canto.org/296852|https://xeno-canto.org/296852/download|XC296852-ChinchipeSpinetail_Peru_061915_song.mp3
290396|Petroica|polymorpha|Solomons Robin|-9.6414|160.069|//xeno-canto.org/290396|https://xeno-canto.org/290396/download|XC290396-Petroica_multicolor_dennisi-FL male Chupukama Ridge Guadalcanal 14Sept15 1470m 8.36am LS118031a.mp3
286049|Ficedula|owstoni|Ryukyu Flycatcher|24.425642|124.211626|//xeno-canto.org/286049|https://xeno-canto.org/286049/download|XC286049-LS_58704 Ryukyu Narcissus Flycatcher.mp3
268493|Apalis|flavocincta|Brown-tailed Apalis|4.7102|38.2022|//xeno-canto.org/268493|https://xeno-canto.org/268493/download|XC268493-Yellow-breasted Apalis2015-1-7-1.mp3
223699|Grallaria|occabambae|Urubamba Antpitta|-13.1666666667|-72.3333333333|//xeno-canto.org/223699|https://xeno-canto.org/223699/download|XC223699-Rufous Antpitta A 8608.mp3
223698|Grallaria|obscura|Junin Antpitta|-11.6666666667|-75|//xeno-canto.org/223698|https://xeno-canto.org/223698/download|XC223698-Rufous Antpitta A 8606.mp3
166996|Ptilinopus|speciosus|Geelvink Fruit Dove|-0.9825|134.8668|//xeno-canto.org/166996|https://xeno-canto.org/166996/download|XC166996-Ptilinopus solomonensis_speciosus-FL seen song Num for 17Jul13 4.32pm LS115881.mp3
164205|Oenanthe|seebohmi|Atlas Wheatear|31.1982|-7.8587|//xeno-canto.org/164205|https://xeno-canto.org/164205/download|XC164205-643_oenoensee_laulu_Marokko_Oukaimeden_2012-05-01.mp3
156502|Oriolus|finschi|Wetar Oriole|-7.6946|126.2763|//xeno-canto.org/156502|https://xeno-canto.org/156502/download|XC156502-Oriolus_(melanotis)_finschi-FL Naumatong Wetar 21Oct13 11.17am LS116518.mp3
132811|Oenanthe|halophila|Maghreb Wheatear|34.3298|8.339|//xeno-canto.org/132811|https://xeno-canto.org/132811/download|XC132811-Berbersteinschmätzer.mp3
122147|Carterornis|castus|Tanimbar Monarch|-7.7803|131.4034|//xeno-canto.org/122147|https://xeno-canto.org/122147/download|XC122147-Monarcha_castus-FL calls Tanimbar km45 20Aug12 LS112384.mp3
67747|Locustella|disturbans|Buru Bush Warbler|-3.36|126.66|//xeno-canto.org/67747|https://xeno-canto.org/67747/download|Bradypterus_castaneus_disturbans_LambertBuru1999.2_ID_3_370-462.5_1_S.mp3
62929|Grallaria|oneilli|Panao Antpitta|-10.339|-75.63|//xeno-canto.org/62929|https://xeno-canto.org/62929/download|29122009_162_005_GraRuf.mp3
53980|Hypsipetes|catarmanensis|Camiguin Bulbul|9.2062|124.6931|//xeno-canto.org/53980|https://xeno-canto.org/53980/download|Yellowish_Bulbulz2.mp3
980769|Felis|silvestris|European Wildcat|45.8771|5.6245|//xeno-canto.org/980769|https://xeno-canto.org/980769/download|XC980769-20250228_072805_Thézilieu_Chat-forestier.wav
979296|Saguinus|leucopus|White-footed Tamarin|5.2894|-74.8647|//xeno-canto.org/979296|https://xeno-canto.org/979296/download|XC979296-1044-saguinus-leucops-27-09-24-hacia-la-laguna-el-silencio-Mariquita-12-11-am.wav
966013|Alouatta|macconnelli|Guianan Red Howler|1.4898|-61.023|//xeno-canto.org/966013|https://xeno-canto.org/966013/download|XC966013-Alouatta-virua.wav
966011|Saguinus|ursula|Eastern Black-handed Tamarin|-2.5972|-46.5554|//xeno-canto.org/966011|https://xeno-canto.org/966011/download|XC966011-Saguinus-ursula.wav
966009|Alouatta|belzebul|Eastern Red-handed Howler|-2.5972|-46.5554|//xeno-canto.org/966009|https://xeno-canto.org/966009/download|XC966009-Alouatta-belzebul.wav
966002|Chiropotes|albinasus|Red-nosed Bearded Saki|-9.28|-55.8315|//xeno-canto.org/966002|https://xeno-canto.org/966002/download|XC966002-Chiropotes-albinasus_Rio-Azul_1101.wav
966001|Callicebus|personatus|Masked Titi|-19.1414|-40.0905|//xeno-canto.org/966001|https://xeno-canto.org/966001/download|XC966001-Calicebus-personatus_Linhares_1009.wav
962360|Capreolus|capreolus|Western Roe Deer|40.5347|-6.1584|//xeno-canto.org/962360|https://xeno-canto.org/962360/download|XC962360-capreolus-capreolus-1-laguito-del-maíllo-23-06-2018-quitar-clic.mp3
961058|Hylobates|moloch|Moloch Gibbon|-6.7182|106.4901|//xeno-canto.org/961058|https://xeno-canto.org/961058/download|XC961058-Javan-Gibbon_Halimun1_DLY.mp3
960736|Hylobates|pileatus|Pileated Gibbon|14.3892|101.3875|//xeno-canto.org/960736|https://xeno-canto.org/960736/download|XC960736-Gibbon_Pileated_B10h19m13s26apr2016_Khao_Yai_Pileated_Gibbons-edit-XC_Sampler1.mp3
960536|Plecturocebus|oenanthe|San Martín Titi|-6.7281|-76.4181|//xeno-canto.org/960536|https://xeno-canto.org/960536/download|XC960536-Plorectocebus-oenanthe_Upa_MixPre-1102.wav
959874|Sapajus|apella|Brown Capuchin|-4.6787|-56.4451|//xeno-canto.org/959874|https://xeno-canto.org/959874/download|XC959874-Sapajus-apella-DCB-661-21d.wav
959825|Alouatta|guariba|Brown Howler|-23.1526|-44.1896|//xeno-canto.org/959825|https://xeno-canto.org/959825/download|XC959825-Alouatta-fusca---Cebidae-DCB-165-11a.wav
959821|Callithrix|aurita|Buffy-tufted-ear Marmoset|-22.7922|-44.3751|//xeno-canto.org/959821|https://xeno-canto.org/959821/download|XC959821-Callithrix-aurita-DCB-069-11.wav
938582|Cervus|elaphus|Western Red Deer|42.2417|1.0605|//xeno-canto.org/938582|https://xeno-canto.org/938582/download|XC938582-241004_0421.mp3
795026|Nyctalus|noctula|Common Noctule|59.4946|17.3537|//xeno-canto.org/795026|https://xeno-canto.org/795026/download|XC795026-230421_1233A-sel-mix-Nnoc-hörbara-soc.wav
739380|Anthreptes|tephrolaemus|Grey-chinned Sunbird|0.4698|30.3672|//xeno-canto.org/739380|https://xeno-canto.org/739380/download|XC739380-LS_50933 Green Sunbird song and call B.mp3
704605|Batis|occulta|West African Batis|7.4498|-7.6382|//xeno-canto.org/704605|https://xeno-canto.org/704605/download|XC704605-220127-Pririt de Lawson@Tonkoui.mp3
580583|Pyrrhula|owstoni|Taiwan Bullfinch|24.1784|121.2771|//xeno-canto.org/580583|https://xeno-canto.org/580583/download|XC580583-.mp3
494097|Rhynchospiza|dabbenei|Yungas Sparrow|-24.7821|-65.4232|//xeno-canto.org/494097|https://xeno-canto.org/494097/download|XC494097-RhynchospizadabbTape11Salta.mp3
473594|Ducula|cuprea|Malabar Imperial Pigeon|10.1274|76.7546|//xeno-canto.org/473594|https://xeno-canto.org/473594/download|XC473594-Ducula_badia_cuprea-FL X song Thattekad  3Feb16 7.44am LS119808b.mp3
442564|Amytornis|whitei|Rufous Grasswren|-21.4653|119.668|//xeno-canto.org/442564|https://xeno-canto.org/442564/download|XC442564-PilbaraGrasswrenMar2014crop1 (online-audio-converter.com).mp3
417901|Locustella|musculus|Seram Bush Warbler|-3.1692|129.4714|//xeno-canto.org/417901|https://xeno-canto.org/417901/download|XC417901-SeramBushWarbler_Seram_song4.mp3
371203|Bubo|milesi|Arabian Eagle-Owl|17.1024|54.45|//xeno-canto.org/371203|https://xeno-canto.org/371203/download|XC371203-2014_01_03_T113_African-Eagle-Owl_Oman_Wadi_Darbat_04Uhr23.mp3
351525|Cyornis|stresemanni|Sumba Jungle Flycatcher|-9.7309|119.9393|//xeno-canto.org/351525|https://xeno-canto.org/351525/download|XC351525-SumbaWarblingFlyKM51.mp3
292718|Pycnonotus|leucops|Pale-faced Bulbul|6.023|116.5453|//xeno-canto.org/292718|https://xeno-canto.org/292718/download|XC292718-Pale-faced BulbulBK1815.mp3
241045|Pachycephala|fuliginosa|Western Whistler|-32.8176|138.0561|//xeno-canto.org/241045|https://xeno-canto.org/241045/download|XC241045-LS_50063_GoldenWhistler2.mp3
239388|Dicrurus|palawanensis|Palawan Drongo|9.7429|118.6468|//xeno-canto.org/239388|https://xeno-canto.org/239388/download|XC239388-Hair-crested Drongo1IW2015.mp3
195384|Myzomela|simplex|Moluccan Myzomela|2.1974|128.4847|//xeno-canto.org/195384|https://xeno-canto.org/195384/download|XC195384-Dusky-Myzomela-Morotai-08July2014-MThibault-LS111278.mp3
184117|Turdus|niveiceps|Taiwan Thrush|24.0987|121.1817|//xeno-canto.org/184117|https://xeno-canto.org/184117/download|XC184117-20140628_03_Island Thrush_南投瑞岩.mp3
140755|Zosterops|chrysolaemus|Black-fronted White-eye|-0.9755|133.922|//xeno-canto.org/140755|https://xeno-canto.org/140755/download|XC140755-Zosterops minor chrysolaemus*_calls+20x97_942#141.mp3
140327|Charmosyna|stellae|Stella's Lorikeet|-4.2648|137.0697|//xeno-canto.org/140327|https://xeno-canto.org/140327/download|XC140327-Charmosyna papou_12iv02_xxx_154A318.mp3
83837|Sheppardia|poensis|Short-tailed Akalat|-6.1317|29.7939|//xeno-canto.org/83837|https://xeno-canto.org/83837/download|Cossypha poensis Mfitwa - 051118 - 1843.mp3
75887|Rhipidura|kordensis|Biak Fantail|-1.0503|135.975|//xeno-canto.org/75887|https://xeno-canto.org/75887/download|Rhiprufv_26iv07_934_195A096.mp3
